1	25	25	0	0	NaN	625	625
2	25	25	22	0	0	625	625
3	25	25	295	0	0	625	625
4	25	25	252	0	0	625	625
5	25	25	214	0	0	625	625
6	25	25	111	0	0	625	625
7	25	25	0	0	NaN	625	625
8	25	25	0	0	NaN	625	625
9	25	25	0	0	NaN	625	625
10	25	25	0	0	NaN	625	625
11	25	25	0	0	NaN	625	625
12	25	25	0	0	NaN	625	625
13	25	25	0	0	NaN	625	625
14	25	25	0	0	NaN	625	625
15	25	25	0	0	NaN	625	625
16	25	25	0	0	NaN	625	625
17	25	25	0	0	NaN	625	625
18	25	25	0	0	NaN	625	625
19	25	25	0	0	NaN	625	625
20	25	25	0	0	NaN	625	625
21	25	25	0	0	NaN	625	625
22	25	25	0	0	NaN	625	625
23	25	25	0	0	NaN	625	625
24	25	25	0	0	NaN	625	625
25	25	25	0	0	NaN	625	625
26	25	25	0	0	NaN	625	625
27	25	25	0	0	NaN	625	625
28	25	23	0	0	NaN	575	575
29	25	25	28	0	0	625	625
30	25	25	256	0	0	625	625
31	25	25	333	0	0	625	625
32	25	25	348	0	0	625	625
33	25	25	268	0	0	625	625
34	25	25	333	0	0	625	625
35	25	25	163	0	0	625	625
36	25	25	120	0	0	625	625
37	25	25	76	0	0	625	625
38	25	25	15	0	0	625	625
39	25	25	0	0	NaN	625	625
40	25	25	0	0	NaN	625	625
41	25	25	0	0	NaN	625	625
42	25	25	0	0	NaN	625	625
43	25	25	0	0	NaN	625	625
44	25	25	0	0	NaN	625	625
45	25	25	0	0	NaN	625	625
46	25	25	0	0	NaN	625	625
47	25	25	0	0	NaN	625	625
48	25	25	0	0	NaN	625	625
49	25	25	0	0	NaN	625	625
50	25	25	0	0	NaN	625	625
51	25	25	0	0	NaN	625	625
52	25	25	0	0	NaN	625	625
53	25	25	0	0	NaN	625	625
54	25	25	0	0	NaN	625	625
55	25	25	0	0	NaN	625	625
56	25	23	0	0	NaN	575	575
57	25	25	58	0	0	625	625
58	25	25	264	0	0	625	625
59	25	25	332	0	0	625	625
60	25	25	305	0	0	625	625
61	25	25	275	0	0	625	625
62	25	25	351	0	0	625	625
63	25	25	174	0	0	625	625
64	25	25	330	0	0	625	625
65	25	25	306	0	0	625	625
66	25	25	125	0	0	625	625
67	25	25	141	0	0	625	625
68	25	25	2	0	0	625	625
69	25	25	0	0	NaN	625	625
70	25	25	0	0	NaN	625	625
71	25	25	0	0	NaN	625	625
72	25	25	0	0	NaN	625	625
73	25	25	0	0	NaN	625	625
74	25	25	0	0	NaN	625	625
75	25	25	0	0	NaN	625	625
76	25	25	0	0	NaN	625	625
77	25	25	0	0	NaN	625	625
78	25	25	0	0	NaN	625	625
79	25	25	0	0	NaN	625	625
80	25	25	0	0	NaN	625	625
81	25	25	0	0	NaN	625	625
82	25	25	0	0	NaN	625	625
83	25	25	0	0	NaN	625	625
84	25	23	0	0	NaN	575	575
85	25	25	179	0	0	625	625
86	25	25	148	0	0	625	625
87	25	25	284	0	0	625	625
88	25	25	269	0	0	625	625
89	25	25	327	0	0	625	625
90	25	25	299	0	0	625	625
91	25	25	176	0	0	625	625
92	25	25	217	0	0	625	625
93	25	25	380	0	0	625	625
94	25	25	281	0	0	625	625
95	25	25	101	0	0	625	625
96	25	25	161	0	0	625	625
97	25	25	6	0	0	625	625
98	25	25	0	0	NaN	625	625
99	25	25	0	0	NaN	625	625
100	25	25	0	0	NaN	625	625
101	25	25	0	0	NaN	625	625
102	25	25	0	0	NaN	625	625
103	25	25	0	0	NaN	625	625
104	25	25	0	0	NaN	625	625
105	25	25	0	0	NaN	625	625
106	25	25	0	0	NaN	625	625
107	25	25	0	0	NaN	625	625
108	25	25	0	0	NaN	625	625
109	25	25	0	0	NaN	625	625
110	25	25	0	0	NaN	625	625
111	25	25	0	0	NaN	625	625
112	25	23	0	0	NaN	575	575
113	25	25	126	0	0	625	625
114	25	25	296	0	0	625	625
115	25	25	259	0	0	625	625
116	25	25	457	0	0	625	625
117	25	25	421	0	0	625	625
118	25	25	411	0	0	625	625
119	25	25	321	0	0	625	625
120	25	25	417	0	0	625	625
121	25	25	369	0	0	625	625
122	25	25	292	0	0	625	625
123	25	25	309	0	0	625	625
124	25	25	245	0	0	625	625
125	25	25	238	0	0	625	625
126	25	25	52	0	0	625	625
127	25	25	0	0	NaN	625	625
128	25	25	0	0	NaN	625	625
129	25	25	0	0	NaN	625	625
130	25	25	0	0	NaN	625	625
131	25	25	0	0	NaN	625	625
132	25	25	0	0	NaN	625	625
133	25	25	0	0	NaN	625	625
134	25	25	0	0	NaN	625	625
135	25	25	0	0	NaN	625	625
136	25	25	0	0	NaN	625	625
137	25	25	0	0	NaN	625	625
138	25	25	0	0	NaN	625	625
139	25	25	0	0	NaN	625	625
140	25	23	0	0	NaN	575	575
141	25	25	345	0	0	625	625
142	25	25	221	0	0	625	625
143	25	25	316	0	0	625	625
144	25	25	351	0	0	625	625
145	25	25	359	0	0	625	625
146	25	25	247	0	0	625	625
147	25	25	381	0	0	625	625
148	25	25	294	0	0	625	625
149	25	25	293	0	0	625	625
150	25	25	326	0	0	625	625
151	25	25	315	0	0	625	625
152	25	25	199	0	0	625	625
153	25	25	297	0	0	625	625
154	25	25	192	0	0	625	625
155	25	25	62	0	0	625	625
156	25	25	0	0	NaN	625	625
157	25	25	0	0	NaN	625	625
158	25	25	0	0	NaN	625	625
159	25	25	0	0	NaN	625	625
160	25	25	0	0	NaN	625	625
161	25	25	0	0	NaN	625	625
162	25	25	0	0	NaN	625	625
163	25	25	0	0	NaN	625	625
164	25	25	0	0	NaN	625	625
165	25	25	0	0	NaN	625	625
166	25	25	0	0	NaN	625	625
167	25	25	0	0	NaN	625	625
168	25	23	0	0	NaN	575	575
169	25	25	229	0	0	625	625
170	25	25	407	0	0	625	625
171	25	25	379	0	0	625	625
172	25	25	285	0	0	625	625
173	25	25	208	0	0	625	625
174	25	25	309	0	0	625	625
175	25	25	428	0	0	625	625
176	25	25	408	0	0	625	625
177	25	25	420	0	0	625	625
178	25	25	421	0	0	625	625
179	25	25	349	0	0	625	625
180	25	25	249	0	0	625	625
181	25	25	315	0	0	625	625
182	25	25	283	0	0	625	625
183	25	25	128	0	0	625	625
184	25	25	12	0	0	625	625
185	25	25	0	0	NaN	625	625
186	25	25	0	0	NaN	625	625
187	25	25	0	0	NaN	625	625
188	25	25	0	0	NaN	625	625
189	25	25	0	0	NaN	625	625
190	25	25	0	0	NaN	625	625
191	25	25	0	0	NaN	625	625
192	25	25	0	0	NaN	625	625
